Category,Summary,Languages,University,Link,HardWare
Mobile Application,"Pilgrims health. is an loT application & sensor display that detects and alerts the presence of stress, anxiety and sunstroke is in the user. It uses biometric and geo - location sensor information combined with big data cloud analysis. The development of this idea is focused on pilgrims in the Hajj with Spectrum Disorder or associated or conditions but is transferable to other anxiety wellbeing applications. The wearable device alerts the user discretely as well as other chosen relevant people of a change in this person's mood allowing them to act or behave accordingly, ultimately avoiding an incident of conflict and disturbance from occurring.","Java,Kotlin ",princess noura university,https://www.pnu.edu.sa/ar/Faculties/computerscience/projectsachievements/Documents/BookofPNUCCISGP.pdf ,1
Mobile Application,"Hajj Map. Recently, there has been a significant increase in the number of pilgrims, the idea of this project is to serve the largest number of pilgrims by knowing their qualities and divided them into groups and draw a map using Google showing the locations of hospitals, mosques and others. with our application Hajj Map, that makes Masher navigation easy for Hujjaj. The app includes the presence of hospital sites, train , restaurants, Red Crescent canters, campaigns and bus times, many features that relieves the pilgrims from inevitable hassle which thousands of them come across every year.","Java,Kotlin,Python",princess noura university,https://www.pnu.edu.sa/ar/Faculties/computerscience/projectsachievements/Documents/BookofPNUCCISGP.pdf ,0
Mobile Application,"The idea of the project is to create an application to ease the communication between the deaf/mute children, and to facilitate the Arabic language learning process. It translates the Arabic text and speech into sign language through a 3D-illustrative avatar. The system improve reading and writing skills in the Arabic language for deaf/mute children. Moreover, it improves the linguistic outcomes for the deaf/mute children and help deaf/mute children to relate the word with its relevant sign and it use audio processing and text Processing for reading an input and extracting features, and computer graphics for creating a 3D animator.","Java,Kotlin ",imam abdulrahman bin faisal university,https://admitportal.iau.edu.sa/web/,0
Machine Learning,The proposed system intends to provide a non-invasive method for early detection of periodontitis as opposed to invasive and painful traditional diagnosis methods. The system will use object detection and recognition techniques performed by deep learning for an accurate early diagnosis. it supports the field of dentistry with a reliable and cost-effective system that aids in reducing the severity of periodontal disease by early non-invasive diagnosis.,"Python,Cpp",imam abdulrahman bin faisal university,https://admitportal.iau.edu.sa/web/,0
Desktop Application ,"The project idea focuses on HTTP traffics only since the attacks always start in HTTP layer, and there is no clear protection against HTTP requests attacks. It focuses on designing and developing a desktop application that uses Machine Learning models to detect anomalous and malicious HTTP traffic logs. Three machine learning models were trained and tested on three datasets which are CSE & CIC, URLs, and User agents. ","Python,Cpp,C_sharp",imam abdulrahman bin faisal university,https://admitportal.iau.edu.sa/web/,0
Mobile Application,This project aims to enhance the existing non invasive methods to measure the Hemoglobin concentration in the blood via a smartphone Android application. An external customized circuit will be attached to the front camera of a Galaxy S6 Edge. The RGB values of the recorded video will be calculated and they will be fed to a machine learning model in order to predict the Hemoglobin concentration and identify the level of anemia if it is present. ,"Java,Kotlin",imam abdulrahman bin faisal university,https://admitportal.iau.edu.sa/web/,0
Mobile Application,"The project idea is to create a system that can effectively monitor attendance and engagement of the students through sensors' data. The collected data is analyzed to provide to the instructor a glimpse of what is happening behind the partition. To showcase the variety of anomaly that can be included in such a system, it also highlights some aspects of energy consumption by monitoring light levels in class rooms. The proposed system can easily be used in crowded classrooms, or conference halls, providing a timely feedback to instructor /presentator.","Java,Kotlin,Cpp ",imam abdulrahman bin faisal university,https://admitportal.iau.edu.sa/web/,1
Web Application,"The project idea is to create an Arabic Sign Language translator is presented as a web application that uses Computer Vision, Natural Language Processing (NLP) and Deep Learning techniques to translate Arabic sign language to text and audio format. Image segmentation will be used in image pre-processing to identify the hand of the whole image, then Conventional Neural Networks will be used for image classification. Finally, NLP will use an open-source library for the Arabic language.",Python,imam abdulrahman bin faisal university,https://admitportal.iau.edu.sa/web/,0
Machine Learning,"This project seeks to assist in realistic renewable energy utilization in Saudi Arabia. It investigates the use of high performing machine learning techniques to achieve accurate prediction of solar radiation and energy consumption. Based on the results of predictions, certain cities in the kingdom are deemed either able to rely on renewable energy or not.","Python,Cpp",imam abdulrahman bin faisal university,https://admitportal.iau.edu.sa/web/,0
Machine Learning,"The project idea proposes a solution to manage the crowd in the  Holy mosque in Makkah, that it receives over 2 million pilgrims a year. it will automate the process. it is divided into two phases. The first phase is concerned with video processing and machine learning to detect humans and count them, while the second is concerned with applying a scheduling algorithm to manage the pilgrims’ flow through gates. ","Python,Cpp",imam abdulrahman bin faisal university,https://admitportal.iau.edu.sa/web/,0
Mobile Application,"The project proposed is an android-based application that helps its users keep track of package food. By scanning the product's label, users can view all the nutritional information of that product. Additionally, they can count their daily consumed calories based on the serving size they have taken. The app grants its users the ability to add items in one of four meals-category, so it is easy for them to view each meal. The application aims to serve two types of users, which are ordinary users and users with diabetes.","Dart,Java,Cpp",imam abdulrahman bin faisal university,https://admitportal.iau.edu.sa/web/,0
Mobile Application,"The project offers a technical solution that helps the parents to check on their children all the time. It is a system consisting of a mobile application associated with an electronic bracelet that measures and analyzes the heartbeat of a child to determine the child's heart rate, the bracelet will send an alert to parents via the application. The system also provides a location tracking to help the parents locate their children.","Dart,Java,Cpp,Python",imam abdulrahman bin faisal university,https://admitportal.iau.edu.sa/web/,1
Mobile Application,"The idea of the project is to create an Android App that is a simple and intuitive application focused on students/parent can access their school information on mobile. The aim is to not only enhance the learning experience of the students, but also enrich the lives of parents so they can monitor their child's academic activities. And it's based on connecting the student and the parent with the school administration, following up on student activities through the application. also, Transforming the educational situation into a digital tool by converting all transactions inside the school to the application.","Dart,Java,Cpp",Majmaah university,https://www.mu.edu.sa/ar,0
Web Application,"The idea of the project is to create a platform, where researchers can collaborate and benefit from each other experiences. The system allows students and faculty members to share the data of published articles and research in their academic life. The system enables tracking research projects progress, shows the time needed to complete each milestone. In addition to tracking each faculty publication process and document the faculty comments and feedback on their experience in publishing in journals. The system can generate different reports that facilitate the research committee work ","JavaScript,Python",imam abdulrahman bin faisal university,https://admitportal.iau.edu.sa/web/,0
Artificial Intelligence,"The project proposed is an artificial intelligence system designed to help children between the ages of 3 and 5 to have a valuable early childhood education by providing them with the opportunity to interact with the system and improve their language skills. it is a smart system that interacts with the child, track, and save the child’s performance, and generates tests for him/her based on their progress. The use of a microcontroller, touch screen, microphone, and sensor camera will help in the accomplishment of that. The child can interact with the system by object detection and recognition or by recording his/her voice which have must been recognized and then read from the Raspberry pi microcontroller for processing. ",Python,imam abdulrahman bin faisal university,https://admitportal.iau.edu.sa/web/,1
Mobile Application,"The project idea is to create an application to automate the meeting documentation process. The workflow starts for authorized user when adding new meeting by asking whether to record or upload an audio file to the application. Then the audio will be passed to the server for processing the speech into text with the feature of distinguishing between the voices of the attendees and assigning the speaker’s name to the spoken text. Afterwhile, the meeting transcript and its analysis will be available to the user. The homepage will contain all meetings associated with the user providing a transcript and a summary produced by natural language processing (NLP) techniques presenting important dates, locations, times, most used words, and other important notes sourced from the transcript.","Java,Kotlin,Cpp",imam abdulrahman bin faisal university,https://admitportal.iau.edu.sa/web/,0
Web Application,"The project proposed is a Twitter organizational posts management web-based system. It is intended to help organizations run and control Twitter accounts. This is done by approving tweets before posting them through the organization's Twitter accounts. it provides many roles which allow users to connect Twitter account/s they are running and use the system. In addition, it provides many features such as managing multi-level users, editing posts, auditing posts, approving posts, publishing posts, tracking posts workflow, managing posted media, and other administrative aspects.","JavaScript,Python,PHP",imam abdulrahman bin faisal university,https://admitportal.iau.edu.sa/web/,0
Machine Learning,"The project aims to develop a computer vision model that uses deep learning to discover and classify retinopathy. As a medical solution, and to help doctors early discover and diagnose retinopathy in a short time, an accurate diagnosis requires a long period of training and sufficient experience. Furthermore, detecting the disease at an early stage helps patients to overcome complications, treat easily, and prevent blindness. ","Python,Cpp,C_sharp",imam abdulrahman bin faisal university,https://admitportal.iau.edu.sa/web/,0
Mobile Application,"The project proposed is an Android-based mobile application with a complementary tracking ankle bracelet to assist Alzheimer’s patients and their caregivers since this issue cover worldwide scope. so it facilitates their lives and helps the patient throughout all the disease’s stages. the application supports both the Alzheimer’s patients and their caregivers, each will be offered distinct functionalities such as food and medication, mobile phone notifications, checkup test, tracking the patient using a tracking ankle bracelet, and notifications, checkup test, tracking the patient using a tracking ankle bracelet, and conversational chatbot.","Java,Kotlin,Cpp,Dart",imam abdulrahman bin faisal university,https://admitportal.iau.edu.sa/web/,1
Web Application,The project proposed is a trusted website for digital document verification and authentication. The system provides an innovative identity solution combined with fraud prevention tools based on Blockchain techniques. The system helps to authenticate the certificates automatically with less human intervention provides high availability through a user-friendly platform.,"JavaScript,Python,PHP,HTML,CSS ",imam abdulrahman bin faisal university,https://admitportal.iau.edu.sa/web/,0
Artificial Intelligence,"Despite the available advanced breast cancer diagnostic modalities, some limitations are encountered. In order to overcome the limitations, an alternative and innovative method is thought to aid in the diagnosis. This proposal is based on building an AI tool to diagnose a cancer patient accurately by detecting breast cancer in equivocal mammogram images. This tool analyzes equivocal mammogram images using AI algorithms.","Python,Cpp,C_sharp",imam abdulrahman bin faisal university,https://admitportal.iau.edu.sa/web/,0
Web Application,"The idea of the project  is to create a web-based responsive airline travel chatbot agent that works on mobile devices (tablets/laptops/desktops/mobile phones) based on Machine Learning (ML), Deep learning (DL), and Natural Language Processing (NLP).  It can serve the user in searching flights, suggesting a place to Visit, connecting to an Agent, greeting, and answering the User's small talks. ",Python,imam abdulrahman bin faisal university,https://admitportal.iau.edu.sa/web/,0
Mobile Application,"The idea of the project is to create an application that services the healthcare field, where the patient can monitor her/his health condition with the doctors by video through the application. and also to find the result of having Diabetes or not by using machine learning.","Dart,Java,Cpp",imam abdulrahman bin faisal university,https://admitportal.iau.edu.sa/web/,0
Mobile Application,"The project proposed is an Android platform that will help the customers to solve their issues with transferring heavy objects like water tanks, furniture, or rubble container in such a way that will ease their mission to reach the products, transferring companies, and truck drivers. and it will ease these processes by helping them to communicate efficiently using the app, by providing them with the necessary technologies to communicate like text chat, GPS, images … etc. Also, by providing the clients with the services and product prices to find what is fit for them.","Java,Kotlin,Cpp,Dart",imam abdulrahman bin faisal university,https://admitportal.iau.edu.sa/web/,0
Mobile Application,"The idea of the project is to create an application that will integrate different smart IoT devices that are used at homes using wireless Internet. The application will enable the users to continuously monitor the activities of the smart devices that are connected with this application. and it will provide different security features that the user will be able to apply for smart devices periodically such as frequent password changes, applying security updates, access logs, and alerts for abnormal behaviors to ensure that all the devices connected with this application are working in a secure state. ","Java,Python",imam abdulrahman bin faisal university,https://admitportal.iau.edu.sa/web/,1
Machine Learning,The project idea aims to real-time monitoring and detecting possible social engineering attacks by using a machine learning approach. and it is able to send alerts for possible impersonation and phishing messages that have been detected during the conversation between two parties.,Python,imam abdulrahman bin faisal university,https://admitportal.iau.edu.sa/web/,0
Mobile Application,"The idea of the project is to create an online therapy sessions application for Autism, ADHD and down syndrome children where the child’s parent can pick a specialist to start a video call session with and view the reports that specialist upload.","Swift,C_sharp,Cpp",imam abdulrahman bin faisal university,https://admitportal.iau.edu.sa/web/,0
Mobile Application,"The idea of the project is to develop an application that reminds cancer patients about their appointment and medicines. Over and above, it will help improve their spirits by contacting with a psychological consultant, or with other patients and survivors, to share their experience. Moreover, the application offers information about the medicines' side effects they are taking.","Java,Kotlin,Cpp,Dart",imam abdulrahman bin faisal university,https://admitportal.iau.edu.sa/web/,0
Machine Learning,"The project idea aims to apply real-time Twitter sentiment analysis to report statistical views regarding the public’s opinion polarity distribution. so it can assist decision-makers in different sectors to identify the level of satisfaction of their targeted people and improve their performance respectively. The proposed solution uses a Machine Learning approach to classify the tweets into positive, negative, and unknown. this is achieved by implementing Multinomial Naïve Bayes, Support Vector Machine, and Decision Tree classification algorithms. so it implements some classifier optimization techniques by combining several classifiers to improve their performance. ",Python,imam abdulrahman bin faisal university,https://admitportal.iau.edu.sa/web/,0
Mobile Application,The project idea is to develop an Android application based on the concept of the Internet of Things (IoT) for monitoring water levels of tanks in KSA. The proposed system helps monitoring water tanks in an effective way to avoid leakage or flood of water or not knowing how much water remains in the tank. The system uses wireless sensor to keep track of the water level and triggers an alert for the user if the water level is below a threshold level or empty. The device (ultrasonic sensor) needs be attached to the water tank for monitoring and sending the data to the application through wireless link to keep track of its level. ,"Kotlin,Java,Cpp",imam abdulrahman bin faisal university,https://admitportal.iau.edu.sa/web/,1
Machine Learning,"The project idea utilizes concepts of machine learning techniques and data mining. The project aims to develop a system that is capable of classifying documents based on user-defined criteria. because Analysts, researchers, and other users from different fields may spend a lot of time recognizing their work-related ​and organizing them in a way that allows them to make the best use of their content.",Python,imam abdulrahman bin faisal university,https://admitportal.iau.edu.sa/web/,0
Mobile Application,"Hospitals need to transfer patients from one to another for many reasons. like the hospital doesn’t have enough beds to receive that case, or the case needs a surgical intervention that is not available in that hospital. the project proposed is an application is designed to facilitate the referral process between two hospitals the sender hospital can fill in the information of the patient and sent it to the receiver hospital to prepare the necessary procedures. So, it will help the two hospitals to communicate and prepare themselves before the referral process and allow the receiver hospital to track the ambulance car and check when the patient will arrive.","Kotlin,Java,Cpp",imam abdulrahman bin faisal university,https://admitportal.iau.edu.sa/web/,0
Mobile Application,The project proposed is an educational game to address the challenges and difficulties faced by students. it will motivate and facilitate the students’ learning experience. It will provide an interactive environment where concepts are applied to a particular framework rather than a theoretical one. It will allow freshmen students to learn programming in a clear and interesting way. The project will play a great role in improving the programming skills of the student.,"Cpp,Java,Python",imam abdulrahman bin faisal university,https://admitportal.iau.edu.sa/web/,0
Mobile Application,"The project idea is to create a mobile application that facilities communication between students and supervisors of the College. because the importance of using technology in healthcare has been increased to improve work productivity. It allows the students to send notifications to the supervisor asking for intervention while working in the clinic or asking for consultation. Then, the supervisor receives notifications about the requests and prioritizes them based on their importance. the system functionalities include assigning group communication between the students and their supervisors, and producing reports about emergency cases. The group communication is provided using live chat with limited characters between students and their supervisor. ","Cpp,Java",imam abdulrahman bin faisal university,https://admitportal.iau.edu.sa/web/,0
Mobile Application,"The project idea intended to offer innovative modern technology to speed up gaining primary knowledge by learners from the Arabic kids’ generation. it includes the development of three Arabic interactive educational games, Match Map Geography, Math Calculations, Letters & Words, combined to create an environment of enjoyable learning opportunities. The unique features associated are the ability to monitor kids intellectual progress by using game analytics, and create free interactive games integrated with fun educational sound effects, attractive animations, score-based rewards that serve usability. ","Cpp,Java,Python",imam abdulrahman bin faisal university,https://admitportal.iau.edu.sa/web/,0
Mobile Application,"The purpose of the project is to assist especially students and faculties in how to maintain their Curriculum vitae in daily busy life.  because losing track record of important career achievements, events, seminars, certifications, and other professional career-related means they are hard to be remembered. the proposed user-friendly mobile app will act as a mediator between the user and the user's curriculum vitae to help maintain his curriculum vitae automatically. The core functionalities of the project would be to integrate with the Email server to track events, add push notification services to have user experience updated based on calendar events, generate auto curriculum vitae in English and Arabic language for non-Arabic speakers.","Java,Kotlin,Cpp,Dart",imam abdulrahman bin faisal university,https://admitportal.iau.edu.sa/web/,0
Mobile Application,The project idea aims to improve family life style/behaviour by limiting and monitoring the network usage in the home settings. The system will provide a monitoring and controlling mechanism using Raspberry pi to control and analyze the network traffic,Python,imam abdulrahman bin faisal university,https://admitportal.iau.edu.sa/web/,1
Web Application,"The project idea is a civil service organization that serves citizens in Jeddah, Saudi Arabia. The committee provides many services to the citizens and for the students especially as they have clubs that provide them with educational, cultural, and sports programs and activities. Also, the committee takes organizing volunteer works over many areas in Jeddah on themselves. The project objective is to computerize the processes of students’ registration and records management for them as well as the volunteers.","JavaScript,Python,PHP,HTML,CSS ",imam abdulrahman bin faisal university,https://admitportal.iau.edu.sa/web/,0
Mobile Application,"The project proposed intends to develop a mobile application, that could notify the users about the tasks and appointments scheduled based on locations. and it helps other communities and governments sectors to issue alarms and notifications based on locations so that the users can avoid any issues on the specified locations like avoiding traffic jam caused by an accident or flooding. The application also implements the voting algorithm to support alarms generated by other users. When scheduling multi-tasks within closer locations, the apps will guide the user to cover all the closer locations by finding the best route to visit all the scheduled location-based tasks.","Cpp,Java,Python",imam abdulrahman bin faisal university,https://admitportal.iau.edu.sa/web/,0
Mobile Application,"The project idea is planned to develop a mobile health and fitness app that allows users to track their activities, help them to lose weight, or maintain weight and provide nutrition information about their food to help users achieve their health goals, the apps provide a great avenue for those who are interested in tracking their activities, tracking caloric intake, fitness advice, and nutrition plans.","Java,Dart,Cpp ",imam abdulrahman bin faisal university,https://admitportal.iau.edu.sa/web/,0
Mobile Application,"The project proposed is a smart card reader is a device that can read a card with some sort of bar coding or magnetic strip in it. This card readers connect to a laptop computer through a USB data cable and, with the appropriate software installed on the computer. The project develops an application to integrate both application and smart card reader, the application can be used for college students. it will help the student to have access to many university services automatically, for example, these servers such as show their tables, borrow books, show their results, add their subjects and more of services which will be done easily by the card reader. ",Cpp,Majmaah university,https://www.mu.edu.sa/ar,1
Web Application,"The project idea allows the user to view the travel experience of other people to gain information from them, If there are a lot of users then the individual user will benefit from the other user's trips and will gain a lot of information, the user can document the trip in the form of images and comment on them, and other users can comment. so it reduces the time and effort in looking for travel information and provides the tourists with a lot of information about the places where they will visit such as tourist destinations, hotels, restaurants, etc.","PHP,HTML,CSS ",Majmaah university,https://www.mu.edu.sa/ar,0
Mobile Application,"The project idea aims to ease the struggles of many parents when they have a sick child that needs the Emergency Room (ER). the application will make the parents select their child’s main complaint and complete a quick score to see if the child’s score is very high i.e. needing extremely urgent medical evaluation or low score needing less serious medical evaluation, once this is completed, it is received by the medical staff in the ER and preparations for patient’s arrival is made. also, it shows the approximate current waiting time to be seen in the Emergency Room.","Cpp,Java",imam abdulrahman bin faisal university,https://admitportal.iau.edu.sa/web/,0
Mobile Application,"The project idea proposed is a context-aware Multimodal voice based Emailing Box is aimed to support people with disability (Voice Mail Application) and to make the use of email more popular. it has vocal modality that will help people with disability, such as [blind, visually impaired, amputees, the elderly]. Voice Mail Application helps many users, including normal people and especially disabled people to easily send and receive e-mails via voice and by writing the email in a normal written way. It will help people with disability who suffer the problem of sending and receiving e-mails. The user can write emails by voice and read emails by voice by converting speech to text and text to speech.","Python,Cpp",imam abdulrahman bin faisal university,https://admitportal.iau.edu.sa/web/,0
Web Application,"The project idea is to create a website that allows the user to book a car parking location through a website where the place and the time duration are determined. Moreover, when the user arrives at the specified location, he passes the ID card to the barcode scanner to verify the validity of his data recorded in the database. and that will reduce traffic congestion when searching for a position, Organize parking lots and reduce the time when searching for parking.","PHP,HTML,CSS ",Majmaah university,https://www.mu.edu.sa/ar,1
Mobile Application,"The project idea is an Android application for the pilgrim and supervisor campaign. it facilitates communication with the supervisor, knowing each other’s place and Tracing each other and can search for the Mansak places, If the pilgrim wants to go to the place of the next Mansak, the pilgrim simply looks to the map that provides him/her with the details about any location inside Mecca. If the pilgrim has lost the road, both pilgrim and campaign supervisor can open the map inside the application and locate the location of each other which can be utilized for bringing back the lost pilgrims. also, it provides a direct call feature to the campaign supervisor in case the pilgrim could not be able to use the map.","Java,Cpp",Majmaah university,https://www.mu.edu.sa/ar,0
Mobile Application,"The project idea is an android application that provides a new technique of casting votes using mobile phones. it's suitable for organizations, corporations, and commercial businesses to get employees' opinions whenever there is any new policy implemented or any issue being investigated or during controversies. the system counts all the votes casted and generates a brief report of the total votes accounted for yes, no and neutral. Eventually, the report is made available to the admin and he may view the maximum votes casted for.","Kotlin,Java,Cpp",Majmaah university,https://www.mu.edu.sa/ar,0
Web Application,"The project idea is a website that helps build an evaluation community. A website that provides evaluation, point view, and reviews the product in multiple fields such as movies, games, websites, computers, mobiles, cars, etc. and helps to categorize the quality of products, which helps the user to choose the appropriate one. It is provided to users to express their point of view of the products and services through the comments. Proper and appropriate evaluation helps service providers improve the quality of service or product and helps the providers through the opinions of the users.","PHP,HTML,CSS,JavaScript ",Majmaah university,https://www.mu.edu.sa/ar,0
Web Application,The idea of the poject is to develop an expert system that can help and guide operators to solve the operational problems of the plant. The system shall replace the manuals and the need for an expert to solve the problems.,"PHP,HTML,CSS,JavaScript ",imam abdulrahman bin faisal university,https://admitportal.iau.edu.sa/web/,0
Web Application,"The project idea aims to resolve the difficulties which are encountered by the hiring staff and the jobseekers. it's a portal system that is based on offering job opportunities and finding the best qualified candidate for the jobs in a timely manner. it streamlines the work for both the job seekers and any hiring staff by integrating all the recruitment activities in one place including the job offers announcement, job application in addition to candidates’ interviews.","JavaScript,Python,HTML,CSS",imam abdulrahman bin faisal university,https://admitportal.iau.edu.sa/web/,0
Machine Learning,The project idea is a chatbot that is deployed inside the university servers. The project helps the visitors by providing them direct links or answers related to the university website by using basic NLP methods and also the program learns from user input to classify the request to be useful and related or it’s a general question by using a probabilistic ML algorithm. It also facilitates some functionalities for the student(e.g. retrieve attendance percentage) and the faculty members to update some information related to their courses (e.g. update announcement). All that with the ability to record almost every operation it does.,Python,imam abdulrahman bin faisal university,https://admitportal.iau.edu.sa/web/,0
Web Application,"The project idea is an e-learning website used by university students and teachers to facilitate and enhance trust between them. it facilitates the teaching process for teachers in terms of cheating detection. The camera is used to monitor students while they sit for the exam. Where the camera confirms whether it is the student himself who is doing the exam or something else, and it also monitors whether another person is helping him while he is taking the exam and monitors whether he used the phone during the exam, and in general in these cases, the program returns the student to the home page of the site And it prevents him from taking the test.","Python,HTML,CSS,PHP",AN Najah national university,https://www.najah.edu/ar/,1
Mobile Application,"The project idea is an Android system to serve all segments of society. it serve customers in reaching the weight they want, whether they want to gain or lose weight, and in the calculation of the so-called body mass index, also it helps the mother know the necessary vaccination for her child and when to get it, and know the foods that are recommended to eat in the first months of his life, There are some exercises and nutritional recipes that help in maintaining a healthy body Finally, it helps in knowing the calories in the diets.",Java,AN Najah national university,https://www.najah.edu/ar/,0
Web Application,The project idea is a full e-commerce website with a full recommendation system based on a collaborative filtering approach. . it provides plenty of features to give the customer the best user experience. the project mainly aims to provide the customer with his needs of Digital Goods even if it was a Software Licenses or Some Service Subscription with minimum effort to perform by using a personalized recommendation system. ,"HTML,CSS,PHP",AN Najah national university,https://www.najah.edu/ar/,0
Web Application,"The project idea is to improve the distanced education by using VR headsets. With this technology, students can efficiently interact with the course content and learn the material faster than the traditional methods. the proposed system shall impact the whole society by introducing a VR web application that students shall use to communicate with the teacher and interact with the equipment in the lab in the 3D environment which will lead to improving the educational techniques and helping students not to lose their interaction with the environment. ","C_sharp,Python,JavaScript",Misr International University,https://miuegypt.edu.eg/,1
Mobile Application,"The project idea aims to investigate the detection of borderline personality disorder and self-harm detection through extracting emotions from text, audio, and video. after getting results from each input type the output is sent to a fusion model which combines the results and classifies them to one final emotion. it detects self-harm tendencies and extreme mood swings that will help in the detection of borderline personality through the utilization of emotional intelligence through audio analysis, natural language processing, and computer vision. it generates weekly reports for users showing mental health improvements and provides the users with the option to book online sessions with a certified therapist.","Cpp,Java,Python",Misr International University,https://miuegypt.edu.eg/,0
Machine Learning,"The high demand of oil caused a huge loss in form of oil spills during the process of exporting the product, which lead to an increase in pollution especially in the marine environment. the project idea maintains this problem using modern technology by detecting Oil spills using satellite imagery. This detection is achieved with the assistance of various machine learning technologies and image processing methods using satellite hyperspectral images. and it provides different classifiers to obtain the accurate result needed for the research process.",Python,Misr International University,https://miuegypt.edu.eg/,0
Machine Learning,"The more applications appear, the more security becomes a concern to mobile users. This concern arises from the fear of being subjected to a security breach that jeopardizes confidential personal data. The project idea aims to design an intelligent detection framework for Android malware applications. The framework uses different analysis-based approaches along with different machine learning algorithms to distinguish between benign and malicious. It additionally helps in determining recognizable examples that can be utilized to fix and prevent future infections.",Python,Misr International University,https://miuegypt.edu.eg/,0
Mobile Application,"The idea of the proposed project is to make it easy and practical for anyone with a smartphone to practice social distancing and keep themselves safe and out of harm’s way. By using Wireless Fidelity (Wi-Fi) and Bluetooth capabilities in the phones, it aims to create a mobile application that accurately pinpoints the app-user’s location and then dynamically draws it on a real-time updated map. It shows the whole nearby area marked with people around the app-user and sends a toast notification when the user is approaching an unsafe or crowded zone and offer the user paths to his chosen destination.","Cpp,Java",Misr International University,https://miuegypt.edu.eg/,0
Machine Learning,"The idea of the project is to study face liveness detection and how can it prevent face spoofing attacks. Face recognition is used in many fields such as mobile devices authentication, security access, attendance system. However, face recognition can be easily attacked by a method called face spoofing. The proposed system is to use face liveness detection by applying different machine and deep learning algorithms such as CNN, SVM, Capsule Neural Network etc. the system will be able to differentiate between live and fake user’s faces.",Python,Misr International University,https://miuegypt.edu.eg/,0
Machine Learning,"The idea of the sproject is to help HR employees in collecting information about applicants to a specific job. The system will help build an easy link between HR employees and the job applicants through identifying applicant’s personal skills and through writing their CV in an organized manner. Afterward, the system will recommend this applicant according to the personal skills the job requires. Each company will have its recommendation skills. The System will use a chatbot to extract these skills through an interview. Also, the system will provide facial expression recognition techniques to track the applicant’s expressions throughout the interview. The system will use different machine learning and deep learning techniques for extracting the skills. The system will also include different tests that can discriminate between applicants according to the job desired skills to ensure that the right person is in the right place.Project Abstract Text.",Python,Misr International University,https://miuegypt.edu.eg/,0
Machine Learning,"The project idea tends to build a weather station system to help measure weather impacts and gather data for analysis in attempts to help farmers avoid disease threatening crops with a model that predicts disease timing with appropriate timing for fungicides or pesticides. Based on weather station readings and experiments, the project aims to build a Machine learning special transfer learning model that predicts diseases that may affect crops such as corn, potatoes, tomato.  ",Python,Misr International University,https://miuegypt.edu.eg/,0
Machine Learning,"The project idea is to diagnose breast cancer types from microscopy biopsy images using Deep Learning algorithms. The proposed system will detect whether the abnormal lesions presented in these images are benign or malignant and if it is malignant, it will be stated if it is an In-Situ Carcinoma or Invasive Carcinoma. We seek to reduce the time results taken to reach patients who are in both physical and emotional distress, as well as reducing the possibility of misdiagnosis that might lead to more severe complications in patients’ lives.",Python,Misr International University,https://miuegypt.edu.eg/,0
Machine Learning,The project aims to detect the published fake news using Machine Learning. We will combine the most efficient classifiers that will lead us to generate more effective results by adding a browser extension that works automatically while using the internet by this people will be updated to every real event.,Python,Misr International University,https://miuegypt.edu.eg/,0
Machine Learning,"The project idea is online software that collects new stories and events around the world from various sources all in one place. it plays a very important role in reducing time consumption, as all of the news that would be explored through more than one website will be placed only in a single location. Also, summarizing this aggregated content absolutely will save the reader’s time. A proposed technique used called the TextRank algorithm that showed promising results for summarization. it ables to aggregate the relevant articles of a certain input keyword. Summarizing the relevant articles after enhancing the text to give the reader an understandable and efficient summary.",Python,Misr International University,https://miuegypt.edu.eg/,0
Machine Learning,"The idea of the project is to automate the greenhouse system and supervise the plant growth using machine learning with real time cameras, sensors, and LED lights for assisting the plant to grow faster and increasing the production which will increase the economic growth. Also, the system detects plant diseases using deep learning. The user can monitor/track the parameters inside the greenhouse and the plant growth using a Web based application.","Python,Cpp",Misr International University,https://miuegypt.edu.eg/,1
Machine Learning,Diabetes Mellitus is one of the world's most famous and dominant diseases that strike many people at a very early stage in life. This disease later on leads to another completely unforeseen chronic eye disease called Diabetic Retinopathy (DR). Diabetic Retinopathy is a retinal disease that usually leads to or can progress to irreversible vision loss (blindness). The main purpose of the project is the early detection of this very critical and perilous condition to try and avoid any serious complications in the future. the system proposes reading a wide variety of retinal fundus images and deciding whether a person suffers from Diabetic Retinopathy or not; If it appears that a person suffers from (DR) the system then classifies the stage of the Diabetic Retinopathy.,"Python,Cpp",Misr International University,https://miuegypt.edu.eg/,0
Machine Learning,"The project idea aims to help those of us who are visually impaired live without assistance. it facilitates indoor navigation and item allocation that the person might need as well as reduce the hazards they might experience living alone. The person will use the camera’s phone to provide a video stream of the surroundings, and will give voice commands to choose the feature needed and another command to find the item he needs, the video stream will be processed and objects will be detected using image processing techniques and their approximate distances are obtained, footage of the surroundings will be utilized either to provide audio directions to an object, add a new object to the set of identifiable objects, or allow the user to freely roam the surroundings warning him of any obstacles or hazards, also it detects abnormal or sudden movements in order to alert the user’s emergency contact if the user is in danger.","Python,Cpp",Misr International University,https://miuegypt.edu.eg/,0
